iter	Passed	Remaining
412	3626	5154
413	3640	5152
414	3654	5152
415	3666	5147
416	3676	5139
417	3684	5130
418	3692	5120
419	3701	5111
420	3709	5101
421	3718	5092
422	3729	5086
423	3739	5079
424	3747	5070
425	3755	5060
426	3764	5051
427	3773	5042
428	3781	5033
429	3791	5025
430	3799	5016
431	3807	5006
432	3816	4997
433	3831	4996
434	3842	4991
435	3851	4981
436	3859	4972
437	3868	4963
438	3876	4954
439	3885	4944
440	3896	4938
441	3904	4929
442	3912	4919
443	3921	4910
444	3929	4901
445	3938	4892
446	3947	4883
447	3955	4873
448	3964	4864
449	3972	4854
450	3980	4845
451	3991	4839
452	4003	4834
453	4017	4831
454	4031	4829
455	4040	4819
456	4048	4810
457	4057	4801
458	4065	4792
459	4074	4783
460	4083	4773
461	4091	4764
462	4099	4755
463	4108	4745
464	4116	4735
465	4125	4727
466	4134	4718
467	4142	4708
468	4150	4699
469	4159	4690
470	4167	4680
471	4176	4671
472	4184	4662
473	4192	4652
474	4201	4643
475	4209	4634
476	4218	4625
477	4226	4615
478	4235	4606
479	4245	4599
480	4254	4590
481	4263	4581
482	4271	4572
483	4279	4562
484	4288	4553
485	4296	4544
486	4304	4534
487	4313	4525
488	4321	4516
489	4330	4507
490	4339	4498
491	4347	4488
492	4356	4479
493	4364	4470
494	4374	4463
495	4382	4453
496	4391	4444
497	4399	4435
498	4408	4425
499	4416	4416
500	4424	4407
501	4433	4397
502	4441	4388
503	4449	4379
504	4458	4369
505	4466	4360
506	4475	4351
507	4484	4342
508	4492	4333
509	4500	4324
510	4509	4314
511	4517	4305
512	4526	4297
513	4535	4288
514	4543	4278
515	4551	4269
516	4559	4260
517	4568	4250
518	4577	4241
519	4585	4233
520	4594	4224
521	4605	4216
522	4613	4207
523	4621	4198
524	4629	4188
525	4638	4179
526	4646	4170
527	4655	4161
528	4663	4152
529	4671	4142
530	4683	4136
531	4698	4132
532	4707	4124
533	4726	4124
534	4737	4118
535	4749	4111
536	4761	4105
537	4771	4097
538	4779	4088
539	4788	4078
540	4796	4069
541	4805	4060
542	4814	4051
543	4822	4042
544	4830	4032
545	4838	4023
546	4848	4015
547	4857	4006
548	4866	3997
549	4876	3989
550	4886	3981
551	4894	3972
552	4902	3963
553	4911	3954
554	4919	3944
555	4928	3935
556	4936	3925
557	4944	3916
558	4952	3907
559	4961	3898
560	4970	3889
561	4978	3880
562	4987	3871
563	4995	3862
564	5004	3853
565	5013	3844
566	5021	3834
567	5029	3825
568	5038	3816
569	5046	3807
570	5055	3798
571	5064	3789
572	5072	3779
573	5081	3771
574	5091	3763
575	5099	3753
576	5108	3744
577	5116	3735
578	5125	3726
579	5133	3717
580	5142	3708
581	5150	3699
582	5159	3690
583	5172	3684
584	5195	3685
585	5208	3679
586	5219	3672
587	5230	3665
588	5248	3662
589	5257	3653
590	5265	3644
591	5274	3635
592	5283	3625
593	5291	3616
594	5299	3607
595	5308	3598
596	5316	3588
597	5325	3579
598	5333	3570
599	5342	3561
600	5350	3552
601	5359	3543
602	5367	3533
603	5375	3524
604	5383	3515
605	5392	3505
606	5400	3496
607	5408	3487
608	5416	3477
609	5424	3468
610	5433	3459
611	5442	3450
612	5451	3441
613	5459	3432
614	5467	3422
615	5476	3414
616	5485	3405
617	5493	3395
618	5501	3386
619	5510	3377
620	5518	3368
621	5526	3358
622	5535	3349
623	5545	3341
624	5553	3332
625	5564	3324
626	5573	3315
627	5581	3306
628	5590	3297
629	5599	3288
630	5607	3279
631	5615	3270
632	5623	3260
633	5632	3251
634	5640	3242
635	5650	3233
636	5661	3226
637	5669	3217
638	5681	3209
639	5689	3200
640	5697	3191
641	5706	3181
642	5714	3172
643	5723	3163
644	5733	3155
645	5741	3146
646	5750	3137
647	5758	3128
648	5766	3118
649	5775	3109
650	5783	3100
651	5791	3091
652	5801	3082
653	5809	3073
654	5818	3064
655	5826	3055
656	5835	3046
657	5843	3037
658	5851	3028
659	5860	3018
660	5868	3009
661	5876	3000
662	5884	2991
663	5893	2982
664	5901	2972
665	5909	2963
666	5919	2955
667	5927	2946
668	5936	2937
669	5944	2928
670	5953	2918
671	5962	2910
672	5970	2900
673	5978	2891
674	5987	2882
675	5995	2873
676	6004	2864
677	6012	2855
678	6020	2846
679	6029	2837
680	6038	2828
681	6046	2819
682	6055	2810
683	6064	2801
684	6072	2792
685	6081	2783
686	6089	2774
687	6097	2765
688	6106	2756
689	6114	2747
690	6122	2737
691	6131	2728
692	6139	2719
693	6147	2710
694	6156	2701
695	6164	2692
696	6173	2683
697	6181	2674
698	6190	2665
699	6198	2656
700	6206	2647
701	6214	2638
702	6223	2629
703	6231	2620
704	6240	2611
705	6248	2602
706	6257	2593
707	6265	2584
708	6274	2575
709	6282	2566
710	6290	2557
711	6299	2548
712	6307	2538
713	6316	2529
714	6324	2520
715	6332	2511
716	6341	2503
717	6352	2495
718	6361	2486
719	6369	2477
720	6378	2468
721	6387	2459
722	6395	2450
723	6404	2441
724	6413	2432
725	6421	2423
726	6429	2414
727	6438	2405
728	6446	2396
729	6455	2387
730	6463	2378
731	6471	2369
732	6480	2360
733	6488	2351
734	6496	2342
735	6505	2333
736	6514	2324
737	6523	2315
738	6531	2306
739	6540	2297
740	6548	2288
741	6557	2279
742	6565	2271
743	6573	2262
744	6582	2253
745	6590	2244
746	6599	2235
747	6609	2226
748	6620	2218
749	6628	2209
750	6636	2200
751	6647	2192
752	6656	2183
753	6682	2180
754	6697	2173
755	6708	2165
756	6719	2157
757	6731	2149
758	6745	2141
759	6753	2132
760	6762	2123
761	6770	2114
762	6779	2105
763	6788	2096
764	6796	2087
765	6806	2079
766	6815	2070
767	6823	2061
768	6831	2052
769	6839	2043
770	6848	2034
771	6856	2025
772	6865	2016
773	6873	2007
774	6881	1997
775	6890	1988
776	6898	1979
777	6907	1970
778	6916	1962
779	6924	1953
780	6933	1944
781	6941	1935
782	6950	1926
783	6958	1917
784	6967	1908
785	6975	1899
786	6983	1890
787	6992	1881
788	7001	1872
789	7009	1863
790	7018	1854
791	7026	1845
792	7034	1836
793	7044	1827
794	7053	1818
795	7062	1809
796	7070	1800
797	7078	1791
798	7086	1782
799	7094	1773
800	7103	1764
801	7111	1755
802	7127	1748
803	7136	1739
804	7144	1730
805	7153	1721
806	7162	1713
807	7171	1704
808	7179	1695
809	7188	1686
810	7196	1677
811	7205	1668
812	7213	1659
813	7221	1650
814	7229	1641
815	7238	1632
816	7246	1623
817	7254	1614
818	7263	1605
819	7271	1596
820	7279	1587
821	7288	1578
822	7296	1569
823	7305	1560
824	7313	1551
825	7322	1542
826	7330	1533
827	7338	1524
828	7347	1515
829	7356	1506
830	7365	1497
831	7373	1488
832	7382	1480
833	7394	1471
834	7409	1464
835	7421	1455
836	7432	1447
837	7440	1438
838	7448	1429
839	7457	1420
840	7465	1411
841	7474	1402
842	7484	1393
843	7493	1384
844	7501	1375
845	7510	1367
846	7519	1358
847	7527	1349
848	7535	1340
849	7544	1331
850	7552	1322
851	7560	1313
852	7568	1304
853	7580	1295
854	7589	1287
855	7598	1278
856	7608	1269
857	7616	1260
858	7625	1251
859	7633	1242
860	7642	1233
861	7651	1224
862	7659	1215
863	7668	1207
864	7678	1198
865	7687	1189
866	7695	1180
867	7704	1171
868	7712	1162
869	7721	1153
870	7730	1144
871	7739	1136
872	7747	1127
873	7756	1118
874	7764	1109
875	7773	1100
876	7781	1091
877	7789	1082
878	7798	1073
879	7806	1064
880	7814	1055
881	7823	1046
882	7831	1037
883	7840	1028
884	7852	1020
885	7861	1011
886	7869	1002
887	7878	993
888	7886	984
889	7896	975
890	7904	966
891	7912	958
892	7921	949
893	7929	940
894	7938	931
895	7946	922
896	7955	913
897	7965	904
898	7974	895
899	7982	886
900	7990	878
901	7998	869
902	8007	860
903	8015	851
904	8024	842
905	8032	833
906	8040	824
907	8049	815
908	8057	806
909	8066	797
910	8074	788
911	8083	779
912	8091	771
913	8099	762
914	8108	753
915	8116	744
916	8124	735
917	8133	726
918	8141	717
919	8150	708
920	8158	699
921	8166	690
922	8174	681
923	8183	673
924	8191	664
925	8200	655
926	8209	646
927	8217	637
928	8226	628
929	8234	619
930	8242	610
931	8250	601
932	8259	593
933	8268	584
934	8276	575
935	8284	566
936	8292	557
937	8301	548
938	8309	539
939	8317	530
940	8326	522
941	8334	513
942	8343	504
943	8353	495
944	8361	486
945	8370	477
946	8378	468
947	8387	460
948	8396	451
949	8404	442
950	8413	433
951	8421	424
952	8429	415
953	8438	406
954	8447	398
955	8456	389
956	8464	380
957	8472	371
958	8481	362
959	8489	353
960	8498	344
961	8507	336
962	8515	327
963	8524	318
964	8534	309
965	8545	300
966	8554	291
967	8565	283
968	8573	274
969	8582	265
970	8590	256
971	8598	247
972	8607	238
973	8616	230
974	8624	221
975	8632	212
976	8643	203
977	8654	194
978	8665	185
979	8679	177
980	8694	168
981	8705	159
982	8716	150
983	8728	141
984	8736	133
985	8745	124
986	8754	115
987	8762	106
988	8771	97
989	8783	88
990	8799	79
991	8812	71
992	8831	62
993	8839	53
994	8853	44
995	8862	35
996	8871	26
997	8880	17
998	8888	8
999	8897	0
